person_id,title,firm,start_date,end_date,location
24344,Flash Designer / Flash Developer,"TBWA/CHIAT DAY/LA - Day, LA",01/2011,09/2014,"Long Beach, CA"
24344,Flash Designer / Flash Developer,IGNITEHEALTH,01/2009,12/2011,"Long Beach, CA"
24345,Freelance Software Developer ( Front- End),Jolly Roger Telephone Co,2019/07,Present,"Indianapolis, IN"
24345,Freelance Software Developer ( Front- End),Lumatic Imagery,2019/04,Present,"Indianapolis, IN"
24345,Freelance Software Developer (Full Stack),Lumatic Imagery,2019/01,Present,"Indianapolis, IN"
24345,Senior Automotive Technician,Mercedes Benz Indianapolis,2017/08,2019/03,
24345,Freelance Software Developer ( Front- End),StockTeamup,2018/08,2019/01,"Indianpolis, IN"
24345,Freelance Software Developer ( Front- End),Koala T Poker League,2018/03,2018/06,"Indianapolis, IN"
24345,Quality Control Specialist,AED Motorsport Products,2016/08,2017/07,
24345,Automotive Technician,Ed Martin Nissan,2016/03,2016/08,
24345,Crew Chief/Certified Flat-Rate Technician,Dreyer & Reinbold Infiniti,2013/01,2016/03,
24346,Library Agent,Beverly Hills Public Library,01/15,Present,"Beverly Hills, CA"
24346,Front End Developer,Caspian Services Inc,03/19,06/19,"Glendale, CA"
24346,Bank Teller,Wells Fargo Bank,09/13,09/14,"Los Angeles, CA"
24347,Senior UI Developer,Schneider,08/2018,Present,"Green Bay, WI"
24347,Senior UI Developer,Securian Financial,11/2016,07/2018,"Saint Paul, MO"
24347,Front End Developer,AXA Equitable Life Insurance Company,09/2014,10/2016,"New York, NY"
24347,UI/UX Developer,Nuance Communications,03/2012,08/2014,"Mahwah, NJ"
24347,JAVASCRIPT Developer,Walgreens,08/2011,02/2012,"Chicago, IL"
24347,Front End UI Developer,Apple,03/2010,07/2011,"Sunnyvale, CA"
24348,Sr. UI Developer,Adt Corporation,10/2016,Present,"Boca Raton, FL"
24348,Sr. UI Developer,eWorld Enterprise Solutions,02/2015,10/2016,"Honolulu, HI"
24348,UI/ Web Developer,Cerner Corporation,03/2013,01/2015,"Kansas City, MO"
24348,UI Developer,Blue Cross Blue Shield,04/2012,03/2013,"Chicago, IL"
24348,Java Developer / Front End Developer,Charter Communications,11/2010,03/2012,"Denver, CO"
24348,Frontend Web Developer,PRI India Pvt Ltd,08/2009,09/2010,
24349,Handyman Assistant,Superior Handyman,10/17,Present,"Chicago, IL"
24349,Stocker/Customer Service,Save-A-Lot,12/18,03/19,"Chicago, IL"
24349,Dishwasher/Busser,Generations at Columbus Park,01/17,08/17,"Chicago, IL"
24349,Front End Developer,Jewel Osco,08/16,12/16,"Oak Park, IL"
24350,Senior Front- End UI Developer,Verizon Communication,06/2018,Present,"Irving, TX"
24350,Web/UI Developer,Baxter,02/2017,04/2018,"Vernon Hills, IL"
24350,Front End UI Developer,SAIC,02/2016,01/2017,"Alexandria, VA"
24350,Software Engineer,Aadhityaa IT services Pvt. Ltd,02/2012,04/2014,IN
24351,Sr. Software Engineer,Disney - DTCI,01/2016,05/2019,"Orange County CA, 90620"
24351,Front End Web Developer,loanDepot,03/2010,07/2012,
24351,Front End Web Developer,"Crowsnest, loanDepot",03/2009,03/2010,
24351,Front End Web Developer,CT2 Technologies,06/2007,09/2008,
24352,Sr. UI/ UX Developer,GTS Technology Solutions,06/2018,Present,"Austin, TX"
24352,Front End Developer,DKKD INC aka DKKD Staffing,09/2016,05/2018,"Westlake Village, CA"
24352,UI/ UX Developer,"InfoVision, Inc",05/2013,08/2016,"Richardson, TX"
24352,UI Developer,SR International Inc,01/2010,04/2013,"Naperville, IL"
24353,Front End Developer,Edco,02/19,Present,"New York, NY"
24353,Front End Developer,AddOn Networks,06/18,Present,"Tustin, CA"
24353,Front End Developer,Acorn Internet Services,03/18,06/19,"Colorado Springs, CO"
24353,Jr. Front End Developer,Smith & Noble,08/17,01/18,"Corona, CA"
24353,Tier 1 Support Specialist,Pixel Motion,03/17,05/17,"Irvine, CA"
24353,Central Sterile Technician II,UC Irvine Health,09/09,01/16,"Orange, CA"
24354,Workers Compensation Specialist,ADP,01/2019,Present,"El Paso, TX"
24354,Front End Web Developer,n/a,Present,Present,
24354,GEICO Licensed Insurance Agent,GEICO,06/2017,11/2018,"Dallas, TX"
24354,AT&T Representative,ALORICA,03/2015,06/2017,"El Paso, TX"
24354,Server,Village Inn,06/2014,03/2015,"El Paso, TX"
24355,Front end developer,Just Nutritive,03/2019,Present,"Boynton Beach, FL"
24355,Microsoft Support,Teleperformance USA,01/2018,Present,Florida
24355,Front- end Development,Freelance,01/2016,Present,
24355,Angular / Front- End Developer,TecTools,01/2019,04/2019,Uruguay
24355,Technical Director,Animation Studios ICAIC,01/2013,01/2016,"Havana, CU"
24355,Lead Programmer and designer,Animation Studios ICAIC,2013,2014,"Havana, CU"
24355,Lead Designer,ICVT,2011,2012,"Puerto Ordaz, Venezuela"
24355,Technical Director,UCI,2008,2009,"Havana, CU"
24356,Front-End Engineer,EveryMundo,01/19,Present,"Miami, FL"
24356,Website and web application development,SpiderBoost Communications,01/17,12/18,"Coral Gables, FL"
24356,Videogame developer,Havana Videogames Development,2012,2015,
24357,Senior Front End Developer,MRM // McCann,11/2018,Present,"Birmingham, MI"
24357,Independent Designer,Purple Panda Design Office,05/2012,Present,"Detroit, MI"
24357,Front End Web Developer,MRM // McCann,10/2016,11/2018,"Birmingham, MI"
24357,Multifamily Housing Research + Marketing Coordinator,Marcus & Millichap,10/2013,06/2016,"Southfield, MI"
24357,Junior Architect,Stephen B. Jacobs Group,08/2005,08/2007,"New York, NY"
24357,Intern Architect,360 Architecture Design,01/2005,07/2005,"Ann Arbor, MI"
24358,FRONT END DEVELOPER/IT SUPPORT,Hopsy,02/2018,Present,"San Francisco Bay Area, CA"
24358,CMS development (Word Press ),Checkr.com,01/2018,06/2018,"San Francisco, CA"
24358,WEB DEVELOPER/UI DEVELOPER MARKETING DEPARTMENT,Bill.com,04/2016,09/2017,"Palo Alto, CA"
24358,WEB DEVELOPER,Stella & Dot,12/2015,04/2016,"San Bruno, CA"
24358,FRONT END / UI DEVELOPER,Identify3D,12/2014,12/2015,"San Francisco, CA"
24358,FRONT END / UI DEVELOPER,Virscira,04/2014,12/2014,"San Francisco, CA"
24358,JUNIOR SOFTWARE DEVELOPER,Litigo Software,07/2013,04/2014,"Palo Alto, CA"
24358,JUNIOR SOFTWARE DEVELOPER,Honeit.com,11/2012,07/2013,"San Francisco, CA"
24358,INSTRUCTOR,Academy of Art University,11/2011,12/2012,"San Francisco, CA"
24359,Java Front End /ReactJS/Web Developer,JP Morgan Chase Inc,02/2017,Present,"Columbus, OH"
24359,Java Front End /Web Developer,Emprise Bank,09/2015,12/2016,"Wichita, KS"
24359,Java Front End /UI Developer,Squaremouth,04/2014,08/2015,"Tampa, FL"
24359,UI Developer,Vector,02/2013,03/2014,"East Greenwich, RI"
24359,Web Developer,Taproot Foundation,06/2011,12/2012,"Oakland, CA"
24359,Jr.Web Developer,Betterweather Llc,05/2010,05/2011,"Denver, CO"
24360,Server,Culinary Dropout,03/2019,Present,"Gilbert, AZ"
24360,Server,Firebirds Wood Fired Grill,02/2017,07/2018,"Gilbert, AZ"
24360,Front End Web Developer,CLEARLINK,09/2015,03/2016,"Salt Lake City, UT"
24360,Human resources/inventory,Mr. Bingo,12/2014,08/2015,"Mesa, AZ"
24360,Cheer Coach Tumbling,,02/2013,07/2015,"Gilbert, AZ"
24360,Law Firm Assistant,Biddle Law Firm,06/2013,12/2013,"Mesa, AZ"
24361,Sr. Software Engineer,Samsung,05/2019,Present,"San Francisco, CA"
24361,Sr. Front End Developer,Initialyze,11/2017,05/2019,"San Francisco, CA"
24361,Front End Developer,Hero Digital,07/2018,02/2019,"San Francisco, CA"
24361,Sr. Web Developer,Sony Inc,07/2013,04/2015,"San Francisco, CA"
24361,Front-End Web Developer,Hotwire.com,02/2012,08/2012,"San Francisco, CA"
24361,Interactive Developer,Isobar North America,02/2010,02/2012,"San Francisco, CA"
24361,Interactive Developer,Medicine Agency,01/2008,08/2010,"San Francisco, CA"
24362,WEB APPLICATION DEVELOPER/GIS PROGRAMMER,SOUTH CAROLINA DEPT OF HEALTH AND ENV. CONTROL.,06/18,Present,"North Charleston, SC"
24362,GRADUATE TEACHING ASSISTANT,WESTERN MICHIGAN UNIV,08/15,03/18,"Kalamazoo, MI"
24362,FRONT END WEB DEVELOPER,SAM LLC,09/14,06/15,
24362,WEB DEVELOPER / PROGRAMMER,GHANA IRRIGATION DEVELOPMENT AUTHORITY,05/09,09/12,Ghana
24363,"UI Developer,ReactJS Developer",Sports Endeavors Inc,05/2017,Present,"Hillsborough, NC"
24363,"Web Developer ,Angular",Plexus Worldwide,03/2016,04/2017,"Phoenix, AZ"
24363,UI Developer,UPS,04/2015,02/2016,"Atlanta, GA"
24363,Front- End Developer,Cox Automotive,08/2014,03/2015,"Atlanta, GA"
24363,Web Developer,The Brookings Institution,02/2013,07/2014,"Washington, DC"
24363,UI Developer,AlphaZeta Interactive,06/2011,01/2013,"Chicago, IL"
24364,Front End /Web / UI Developer,Xenial,06/2016,Present,"Charlotte, NC"
24364,Front End /Web / UI Developer,Bank of America,06/2016,05/2017,"Charlotte, NC"
24364,Front End /Web / UI Developer,Rutgers University,03/2016,06/2016,"Piscataway, NJ"
24364,UI Developer Front End /Web,,12/2015,03/2016,
24364,Front End /Web / UI Developer,AT&T,02/2014,11/2015,"Middletown, NJ"
24364,Web / UI/ Front End developer,ADP,06/2012,12/2013,"Florham Park, NJ"
24364,Web Developer,Verizon,03/2010,05/2012,"Piscataway, NJ"
24365,Developer,Teleflora,07/2016,Present,"OK Jersey City, NJ"
24365,Front End/UI Developer,IDB Bank,10/2015,05/2016,NY
24365,Web Developer,Sonata Software,05/2013,08/2015,IN
24365,UI Full Stack Developer,Israel Discount Bank,1967,1968,
24366,Front-end Software Developer,General Motors,11/17,Present,"Austin, TX"
24366,Product Manager,General Motors,05/17,11/17,"Austin, TX"
24366,Lead Platform Engineer,General Motors,06/14,05/17,"Austin, TX"
24367,Sr. UI Developer,US BANK,04/2018,Present,"Minneapolis, MN"
24367,Sr. UI developer,Office Depot,09/2017,04/2018,"Boca Raton, FL"
24367,Angular Developer,"Bluestem Brands, Inc",08/2016,09/2017,"Eden Prairie, MN"
24367,UI Developer/Designer,Community Bank N.A,06/2015,08/2016,
24367,Front End Developer,MassMutual Financial Group,10/2014,05/2015,"Springfield, MA"
24367,Web Developer,NetCracker Technology solutions,09/2012,08/2014,
24367,Web Designer,Evergent technologies Ltd,11/2011,09/2012,
24368,Front-End Developer and Data Analyst,"TL Transportation, LLC",05/18,Present,"Annapolis, MD"
24368,IT Assistant,Henjum Goucher Litigation Services,06/08,08/12,"Dallas, TX"
24369,Front end UI Developer,AmeriPath Lubbock,02/2018,Present,"Horsham, PA"
24369,UI Developer,Adt Corporation,02/2017,01/2018,"Boca Raton, FL"
24369,Web Developer,Fenwal Inc,08/2015,01/2017,"Chicago, IL"
24369,Software Developer,Tata Consultancy Services,01/2013,04/2015,"Bengaluru, Karnataka"
24370,Full Stack Developer,Axxess,02/18,Present,"Dallas, TX"
24370,Billing Data Analyst,Lincare,10/17,12/17,"Clearwater, FL"
24370,Lead Web Developer,Leapdoctor,09/16,08/17,"Tampa, FL"
24370,Front End Developer,Cognizant Technology Solutions,09/13,07/16,"Hyderabad, Telangana"
24371,IT Project Manager,Sephora,06/16,02/19,"San Francisco, CA"
24371,IT Manager,"ImmunoScience, Inc",01/16,01/16,"Pleasanton, CA"
24371,Self Employed,Kirker Enterprises,03/12,03/12,"Concord, CA"
24372,IT Program Manager,Umpqua Bank,10/18,Present,"Tacoma, WA"
24372,IT Project Manager,Umpqua Bank,02/18,10/18,"Tacoma, WA"
24372,Business System Analyst,Ump,04/17,02/18,"Tacoma, WA"
24373,IT Project Manager,"Philips, Healthcare",04/2017,Present,"Andover, MA"
24373,IT Project Specialist / Jr Architect,"Philips, Healthcare",06/2014,04/2017,"Andover, MA"
24373,IT Project Specialist Co-op,"Philips, Healthcare",06/2013,11/2013,"Andover, MA"
24373,Database Analyst,Rochester Institute of Technology,11/2012,05/2013,"Rochester, NY"
24374,Program Manager/Senior Project Manager PMO,Randstad,2018/01,Present,"Chicago, IL"
24374,Senior IT Project Manager and Change Manager,Wilton Brands LLC,2016/01,2018/01,"Naperville, IL"
24374,"Vice President, Program Manager/Senior Project Manager",Northern Trust Bank,2012/01,2016/01,"Chicago, IL"
24375,Senior VMO/ IT Project Manager Consultant,TeckPartners,2018,Present,"Milwaukee, WI"
24375,Supply Chain Project Manager - Associate Consultant,Booz Allen Hamilton,2015,2018,"McLean, VA"
24375,"Project Lead, IT Project Sourcing Manager - Contractor",Superior Group- MD Anderson,2014,2015,"Houston, TX"
24375,Purchasing Commodity Manager,Powell Industries Inc,2012,2014,"Houston, TX"
24375,"Project Lead, IT Global Commodity Business Manager",Adecco- Applied Materials,2010,2012,"Austin, TX"
24375,"Project Lead, Construction Category Manager",Precision Resources- Lower Colorado River Authority,2009,2010,"Austin, TX"
24376,PROJECT MANAGER / SCRUM LEAD,Insight Global,03/18,06/19,"Atlanta, GA"
24376,PROJECT MANAGER/ PROGRAM MANAGEMENT,TEKsystems,07/17,11/17,
24376,BUSINESS CONSULTANT II / PROCESS CHANGE MANAGER,Metasys Inc,12/16,07/17,
24376,FUNCTIONAL IT CONSULTANT,JDC Group,04/16,10/16,
24376,PROJECT MANAGER/ BUSINESS ANALYST,Contract @MagMutual Insurance,10/15,03/16,
24376,PROJECT MANAGER,TEKsystems,06/15,12/15,
24376,IT BUSINESS ANALYST,Beazer Homes,11/14,05/15,
24376,BUSINESS SYSTEMS ANALYST II,The Coca-Cola Company,06/09,10/14,
24377,Technical Infrastructure Project Manager,Kaiser Permanente,2017,2019,"Atlanta, GA"
24377,IT Infrastructure Project Manager Team Lead,Community Health Systems,2012,2016,"Franklin, TN"
24377,Information Technology Project Manager,Equity Mortgage Corporation,2008,2011,"Atlanta, GA"
24378,IT Project Manager / Business Analyst,Quantum Group,10/15,Present,"Chicago, IL"
24378,Lead - Hosting,GoDaddy,01/13,09/15,"Scottsdale, AZ"
24378,Department Manager,Consolidated Graphics,01/10,09/12,"St. Louis, MO"
24378,Project Manager - Implementation,,,,"Phoenix, AZ"
24378,Technology Associate - Leadership Development Program,,,,"Baltimore, MD"
24379,Software Engineer Team Lead,Marseco Software AG,01/2017,Present,Macedonia
24379,Senior Software Developer,Marseco Software AG,09/2015,12/2016,Macedonia
24379,Project Manager & Senior Web Developer,Struga Creative,09/2012,09/2015,Macedonia
24379,Web Administrator & IT Support,Ministry of Local Self-Government,05/2013,07/2014,Macedonia
24379,IT Support & Computer Maintenance,South East European University (SEEU),01/2010,07/2010,Tetovo
24380,Web Design and Software Developer,Realty Master,02/19,06/19,"New Hyde Park, NY"
24380,Manager General,TECNOGLOBAL SOLUTION,01/11,01/17,
24380,Project Manager,Women (ONI) European Union,04/16,12/16,
24380,Development Consultant,Gamer Zone,07/14,11/14,Bureau of Conventions-Campus Party el Salvador
24380,Project Manager,Internet Day Connection - SV Net,05/14,05/14,
24380,IT Manager,Wester Union,05/12,09/13,
24380,HelpDesk,Walmart,03/10,11/11,
24381,Accountant / Executive Assistant,Jennie C. Li CPA Firm,2018,Present,"Irvine, CA"
24381,Project Manager / Executive Assistant,"Robinson Pharma, INC",2010,2012,"Costa Mesa, CA"
24381,Project Manager / Marketing Specialist,Shimokaji Associate Intellectual Property Law Firm,2010,2010,"Irvine, CA"
24381,Project Manager / IT Support,"Lion Travel, Global LLC",05/2008,09/2009,"San Gabriel, CA"
24381,IT Specialist,Globe Telecommunication,08/2002,12/2007,"Monterey Park, CA"
24382,IT Support Specialist,Atlantic Health System,04/2019,Present,"West New York, NJ"
24382,Desktop Support Analyst,Rentokil Steritech North America,06/2018,02/2019,"Charlotte, NC"
24382,IT Repair Technician,Honeywell,12/2017,06/2018,"Charlotte, NC"
24382,Installer,Dish Network,01/2017,08/2017,"Charlotte, NC"
24382,Merchandising Manager Assistant,Victoria's Secret,07/2016,11/2016,"Sunrise, FL"
24382,Project Manager,Vudu Magix,11/2015,05/2016,"Guayaquil, Ecuador"
24382,Printer Technician,Credit Suisse,06/2015,10/2015,"New York, NY"
24382,Project Manager,Vudu Magix,01/2014,05/2015,"Guayaquil, Ecuador"
24383,Perishable Distribution Supervisor,Albertsons/Safeway,05/19,Present,"Lusby, MD"
24383,IT- Project Manager,Kaiser Permanente/National Facilities-KP-IT,05/18,04/19,
24383,Patient Access Representative,UC Health/ Outpatient Express Lab,07/17,05/18,
24383,Operations Manager,Bilt Transit LLC,01/12,01/16,
24383,Supervisor,Key Energy,05/10,05/11,
24383,Supervisor,Weatherford International,05/08,05/10,
24384,Project Manager / Business Strategist,Infinite Enterprises LLC,12/2016,Present,"Dallas-Fort Worth, TX"
24384,IT Project Manager Specialist - III,Verizon Communications,12/2015,Present,"Dallas-Fort Worth, TX"
24384,IT Project Manager II,Verizon Communications,11/2014,12/2015,"Dallas-Fort Worth, TX"
24384,IT Project Manager I,Verizon Communications,07/2013,11/2014,"Dallas-Fort Worth, TX"
24385,Salesforce Agile IT Project Manager,Infosys Limited,01/2013,Present,"Hartford, CT"
24385,Agile Transformation Specialist,Infosys Limited,07/2011,12/2012,"Pune, Maharashtra"
24385,Salesforce IT Business Analyst,Infosys Limited,07/2011,12/2012,"Pune, Maharashtra"
24385,Scrum Master,Infosys Limited,07/2011,12/2012,"Pune, Maharashtra"
24385,Project Management Office (PMO),Infosys Limited,07/2011,12/2012,"Pune, Maharashtra"
24386,Enterprise Architect,Quantech Services,06/2019,Present,"Wpafb, OH"
24386,DoD IT Project Manager,MACALOGIC (WPAFB Contract),08/2018,02/2019,"Dayton, OH"
24386,IT Department Manager,"TOA WINCHESTER, LLC",01/2018,03/2018,"Winchester, IN"
24386,Owner/President,"VETERAN TECHNOLOGY CONCEPTS, LLC",07/2017,01/2018,"Bradford, OH"
24386,Assigned as lead,"MACAULAY-BROWN, INC",07/2017,01/2018,"Dayton, OH"
24386,Onsite IT Manager,"FRAM - Greenville, OH",07/2016,04/2017,"Greenville, OH"
24386,Future Technology Project Manager,CROWN,09/2015,07/2016,"New Bremen, OH"
24386,technician troubleshooting,CROWN,09/2015,07/2016,"Vandalia, OH"
24386,Lead Systems Administrator,US ARMY,04/2010,02/2013,"El Paso, TX"
24387,IT Specialist,Hennepin County Sheriff's Office,01/2015,Present,"Minneapolis, MN"
24387,Deputy Campaign Manager,Julianne.MN,04/2014,06/2014,"Chaska, MN"
24387,Test Publisher/ Project Manager,VMware,06/2013,04/2014,"Palo Alto, CA"
24387,Test Publisher/ Project Manager,Pearson Vue,03/2012,06/2013,"Bloomington, MN"
24387,IT Help Desk Technician,Pearson Vue,08/2008,03/2012,"Bloomington, MN"
24387,IT Helpdesk Specialist,Thomson West,10/2007,01/2008,"Eagan, MN"
24387,Bilingual IT Helpdesk Specialist/Desktop Support/Developer,CHRobinson,07/2006,03/2007,"Eden Prairie, MN"
24388,Project Manager,Amanda Kessler Productions,01/16,01/19,"Los Angeles, CA"
24388,IT Remote Specialist,Media Temple,09/16,10/17,"Los Angeles, CA"
24388,Office Manager,"Ware Law Group, P.A",08/12,08/15,"Tampa, FL"
24388,Crew Member,Trader Joe's,01/14,01/15,"Tampa, FL"
24388,Barista,Starbucks,01/12,01/13,"Tampa, FL"
24389,"Scrum Master, Program / Project Manager, Agile Coach",UnitedHealthcare - UHOne,03/2016,Present,"Indianapolis, IN"
24389,Project Manager III / Scrum Master,Eli Lilly and Co,03/2013,02/2016,N/A
24389,Sr. IT Project Management Consultant / UHOPS Release Manager,UnitedHealthcare - UHOne,06/2012,03/2013,"Indianapolis, IN"
24389,Sr. Project Manager,HCC Medical Insurance Services,08/2009,03/2011,N/A
24390,IT Project/Program Manager,ActioNet,02/19,07/19,"Frederick, MD"
24390,IT Sr. Business Analyst,ActioNet,12/18,02/19,"Frederick, MD"
24390,Project Lead/Business Analyst III,"Omnitek Consulting, Inc",05/18,12/18,
24390,Founder/Owner,"Inspironow, LLC",12/13,05/18,
24390,Deputy Project Manager/Lead Health IT Business Analyst,HHS/SAMHSA - BASCIC,08/17,04/18,
24390,Agile Product Owner/Business Analyst,"Watershed Security, LLC, NOAA - Office",11/16,08/17,
24390,Project Manager/Operations Manager,Caregiver International Services Inc,08/08,06/12,
24391,Senior IT Project Manager,NEXTGEN HEALTHCARE,2017/,Present,"Dallas, TX"
24391,IT Project Manager/ Application Manager (consultant),FASTSWITCH CONSULTING,2016/,2017/,"Chicago, IL"
